case,path_orig,path_pred_mask,path_truth_mask,expert_evaluation,DICE,JACRD,AUC,KAPPA,RNDIND,ADJRIND,ICCORR,VOLSMTY,MUTINF,HDRFDST,AVGDIST,AVD,MAHLNBS,VARINFO,GCOERR,PROBDST,SNSVTY,SPCFTY,PRCISON,FMEASR,ACURCY,FALLOUT,TP,FP,TN,FN,REFVOL,SEGVOL
00002711_000.png,../dataset/Origin/00002711_000.png,../dataset/sample_2/00002711_000_s2.png,../dataset/Expert/00002711_000_expert.png,3,0.613793,0.442786,0.73688,0.539433,0.77442,0.442166,0.613286,0.806078,0.176429,288.0,34.008084,32.937976,0.389409,0.941265,0.210572,0.002468,0.514098,0.959663,0.761456,0.613793,0.870419,0.040337,107973.0,33825.0,804727.0,102051.0,210024.0,141798.0
00002763_031.png,../dataset/Origin/00002763_031.png,../dataset/sample_2/00002763_031_s2.png,../dataset/Expert/00002763_031_expert.png,4,0.386215,0.239323,0.656882,0.313841,0.774568,0.263752,0.385709,0.999724,0.049422,195.358645,39.289609,39.280541,0.583942,0.873402,0.21452,0.006232,0.386109,0.927656,0.386322,0.386215,0.870519,0.072344,42716.0,67855.0,870089.0,67916.0,110632.0,110571.0
00002856_009.png,../dataset/Origin/00002856_009.png,../dataset/sample_2/00002856_009_s2.png,../dataset/Expert/00002856_009_expert.png,2,0.134879,0.072316,0.735374,0.092543,0.643513,0.063678,0.13397,0.19238,0.017936,688.491104,171.228276,1577.127744,1.83447,0.936229,0.256506,0.025153,0.701105,0.769644,0.074617,0.134879,0.767875,0.230356,18974.0,235312.0,786201.0,8089.0,27063.0,254286.0
00002980_000.png,../dataset/Origin/00002980_000.png,../dataset/sample_2/00002980_000_s2.png,../dataset/Expert/00002980_000_expert.png,5,0.724272,0.567733,0.906284,0.692256,0.889122,0.641821,0.724042,0.838391,0.223789,105.422958,7.269168,9.557771,0.648152,0.528428,0.10006,0.001493,0.863883,0.948686,0.623508,0.724272,0.941091,0.051314,81129.0,48988.0,905676.0,12783.0,93912.0,130117.0
00003072_028.png,../dataset/Origin/00003072_028.png,../dataset/sample_2/00003072_028_s2.png,../dataset/Expert/00003072_028_expert.png,2,0.545817,0.375343,0.70727,0.489846,0.812037,0.425076,0.545406,0.774317,0.1242,510.30677,55.612818,52.75636,0.572033,0.775088,0.165609,0.003263,0.445316,0.969225,0.704901,0.545817,0.894992,0.030775,66162.0,27698.0,872305.0,82411.0,148573.0,93860.0
00003333_002.png,../dataset/Origin/00003333_002.png,../dataset/sample_2/00003333_002_s2.png,../dataset/Expert/00003333_002_expert.png,5,0.83055,0.710206,0.962348,0.816371,0.948242,0.790994,0.830446,0.874704,0.254671,90.138782,3.637483,4.60186,0.36818,0.282092,0.047102,0.0008,0.949521,0.975175,0.738073,0.83055,0.973414,0.024825,68319.0,24245.0,952380.0,3632.0,71951.0,92564.0
00003391_001.png,../dataset/Origin/00003391_001.png,../dataset/sample_2/00003391_001_s2.png,../dataset/Expert/00003391_001_expert.png,3,0.151063,0.081703,0.634079,0.102969,0.746203,0.084549,0.15048,0.375802,0.010027,242.0,52.120131,194.915546,1.949981,0.780406,0.180463,0.022038,0.401976,0.866182,0.093008,0.151063,0.850859,0.133818,13914.0,135686.0,878276.0,20700.0,34614.0,149600.0
00003400_003.png,../dataset/Origin/00003400_003.png,../dataset/sample_2/00003400_003_s2.png,../dataset/Expert/00003400_003_expert.png,2,0.141135,0.075925,0.538103,0.130034,0.886369,0.121583,0.140899,0.201544,0.013988,623.946312,214.153916,201.526706,2.085826,0.373341,0.067173,0.023864,0.078476,0.99773,0.700269,0.141135,0.939528,0.00227,5210.0,2230.0,979956.0,61180.0,66390.0,7440.0
00003787_003.png,../dataset/Origin/00003787_003.png,../dataset/sample_2/00003787_003_s2.png,../dataset/Expert/00003787_003_expert.png,5,0.766092,0.620866,0.951114,0.760735,0.978737,0.752175,0.76605,0.840526,0.094813,58.249464,3.235793,4.360317,0.590751,0.125149,0.018425,0.001197,0.911444,0.990785,0.660723,0.766092,0.989253,0.009215,18454.0,9476.0,1018853.0,1793.0,20247.0,27930.0
00003894_005.png,../dataset/Origin/00003894_005.png,../dataset/sample_2/00003894_005_s2.png,../dataset/Expert/00003894_005_expert.png,5,0.708283,0.548326,0.952655,0.663464,0.844572,0.5881,0.70795,0.708283,0.291988,166.337007,12.178687,22.210659,0.456578,0.592094,0.131494,0.001615,1.0,0.905311,0.548326,0.708283,0.915073,0.094689,108108.0,89052.0,851416.0,0.0,108108.0,197160.0
00003973_008.png,../dataset/Origin/00003973_008.png,../dataset/sample_2/00003973_008_s2.png,../dataset/Expert/00003973_008_expert.png,3,0.477768,0.313861,0.660369,0.457668,0.904533,0.432316,0.477572,0.520656,0.083176,395.031644,61.432991,61.236682,1.226901,0.372929,0.067884,0.004287,0.32296,0.997778,0.917628,0.477768,0.94974,0.002222,24107.0,2164.0,971768.0,50537.0,74644.0,26271.0
00004808_090.png,../dataset/Origin/00004808_090.png,../dataset/sample_2/00004808_090_s2.png,../dataset/Expert/00004808_090_expert.png,5,0.617014,0.446146,0.856293,0.482455,0.642171,0.277384,0.616099,0.617014,0.279416,182.035711,15.021967,33.670489,0.158483,1.120518,0.337503,0.002434,1.0,0.712586,0.446146,0.617014,0.766619,0.287414,197128.0,244718.0,606730.0,0.0,197128.0,441846.0
00004911_018.png,../dataset/Origin/00004911_018.png,../dataset/sample_2/00004911_018_s2.png,../dataset/Expert/00004911_018_expert.png,4,0.528583,0.359234,0.685801,0.524035,0.97836,0.518167,0.52854,0.579871,0.035309,298.32365,71.607047,71.49733,1.311199,0.108781,0.015385,0.003497,0.372207,0.999395,0.911552,0.528583,0.98906,0.000605,6431.0,624.0,1030674.0,10847.0,17278.0,7055.0
00005353_000.png,../dataset/Origin/00005353_000.png,../dataset/sample_2/00005353_000_s2.png,../dataset/Expert/00005353_000_expert.png,5,0.707273,0.547117,0.92671,0.655921,0.8303,0.571568,0.706906,0.741877,0.278825,183.861361,11.753287,19.733576,0.512942,0.692014,0.148624,0.001623,0.953356,0.900065,0.562165,0.707273,0.906386,0.099935,118586.0,92359.0,831829.0,5802.0,124388.0,210945.0
00006323_009.png,../dataset/Origin/00006323_009.png,../dataset/sample_2/00006323_009_s2.png,../dataset/Expert/00006323_009_expert.png,4,0.278265,0.161619,0.683369,0.247461,0.875976,0.229432,0.278006,0.667655,0.024744,381.588784,48.188591,83.718942,1.697687,0.481147,0.094132,0.010171,0.41678,0.949957,0.208854,0.278265,0.933576,0.050043,13427.0,50862.0,965498.0,18789.0,32216.0,64289.0
00006948_002.png,../dataset/Origin/00006948_002.png,../dataset/sample_2/00006948_002_s2.png,../dataset/Expert/00006948_002_expert.png,3,0.802971,0.670804,0.887754,0.784992,0.936256,0.754436,0.802843,0.986505,0.235985,368.10868,22.197162,22.068316,0.308771,0.357744,0.062001,0.000962,0.79228,0.983228,0.813956,0.802971,0.967042,0.016772,70421.0,16096.0,943596.0,18463.0,88884.0,86517.0
00007882_001.png,../dataset/Origin/00007882_001.png,../dataset/sample_2/00007882_001_s2.png,../dataset/Expert/00007882_001_expert.png,5,0.447732,0.288438,0.762954,0.267217,0.525677,0.048433,0.446215,0.455613,0.139165,478.338792,42.395577,143.620168,0.434457,1.350021,0.50074,0.004837,0.982703,0.543205,0.289909,0.447732,0.613308,0.456795,164363.0,402583.0,478737.0,2893.0,167256.0,566946.0
00008008_027.png,../dataset/Origin/00008008_027.png,../dataset/sample_2/00008008_027_s2.png,../dataset/Expert/00008008_027_expert.png,4,0.206841,0.11535,0.576528,0.149668,0.809341,0.131404,0.206424,0.976227,0.011222,521.0,126.55461,127.832695,1.252255,0.688833,0.166704,0.015038,0.211878,0.941179,0.202038,0.206841,0.893282,0.058821,14591.0,57628.0,922083.0,54274.0,68865.0,72219.0
00008386_000.png,../dataset/Origin/00008386_000.png,../dataset/sample_2/00008386_000_s2.png,../dataset/Expert/00008386_000_expert.png,5,0.813524,0.685663,0.986869,0.81212,0.994283,0.809755,0.813513,0.833127,0.04581,19.416488,1.08957,1.518977,0.353712,0.038134,0.004911,0.000899,0.976471,0.997266,0.697182,0.813524,0.997133,0.002734,6557.0,2848.0,1039013.0,158.0,6715.0,9405.0
00008547_001.png,../dataset/Origin/00008547_001.png,../dataset/sample_2/00008547_001_s2.png,../dataset/Expert/00008547_001_expert.png,2,0.130182,0.069623,0.534968,0.122906,0.90908,0.116701,0.129996,0.164726,0.012297,800.960673,224.709514,223.943643,2.1405,0.305063,0.052005,0.026202,0.070934,0.999002,0.790295,0.130182,0.952261,0.000998,3746.0,994.0,994772.0,49064.0,52810.0,4740.0
00008554_009.png,../dataset/Origin/00008554_009.png,../dataset/sample_2/00008554_009_s2.png,../dataset/Expert/00008554_009_expert.png,5,0.47981,0.315625,0.713813,0.465554,0.945593,0.451805,0.479701,0.908285,0.046349,84.380092,17.356714,16.069838,1.51029,0.264167,0.04661,0.004252,0.439501,0.988125,0.528259,0.47981,0.972013,0.011875,13534.0,12086.0,1005696.0,17260.0,30794.0,25620.0
00008814_010.png,../dataset/Origin/00008814_010.png,../dataset/sample_2/00008814_010_s2.png,../dataset/Expert/00008814_010_expert.png,2,0.677672,0.512484,0.94307,0.670485,0.970505,0.659968,0.677613,0.753311,0.079805,446.448205,42.158079,69.426876,0.856055,0.156643,0.023909,0.001865,0.899591,0.98655,0.543577,0.677672,0.985028,0.01345,16503.0,13857.0,1016374.0,1842.0,18345.0,30360.0
00009368_006.png,../dataset/Origin/00009368_006.png,../dataset/sample_2/00009368_006_s2.png,../dataset/Expert/00009368_006_expert.png,4,0.574169,0.402691,0.916874,0.537123,0.85446,0.485948,0.57386,0.629421,0.150939,504.572096,39.475838,85.345178,0.632842,0.568745,0.115062,0.002908,0.912218,0.921531,0.418924,0.574169,0.920987,0.078469,55856.0,77476.0,909869.0,5375.0,61231.0,133332.0
00009437_008.png,../dataset/Origin/00009437_008.png,../dataset/sample_2/00009437_008_s2.png,../dataset/Expert/00009437_008_expert.png,5,0.575883,0.404379,0.72912,0.566884,0.96319,0.555769,0.57581,0.754302,0.057908,60.0,7.338524,6.85155,0.49161,0.188483,0.029534,0.002888,0.462297,0.995943,0.763465,0.575883,0.981243,0.004057,13353.0,4137.0,1015555.0,15531.0,28884.0,17490.0
00009507_004.png,../dataset/Origin/00009507_004.png,../dataset/sample_2/00009507_004_s2.png,../dataset/Expert/00009507_004_expert.png,5,0.799573,0.666074,0.910929,0.793201,0.97557,0.782766,0.799525,0.964069,0.1226,60.108236,3.06356,3.210624,0.534453,0.152061,0.023046,0.000983,0.829374,0.992484,0.77184,0.799573,0.987632,0.007516,25869.0,7647.0,1009738.0,5322.0,31191.0,33516.0
00009619_000.png,../dataset/Origin/00009619_000.png,../dataset/sample_2/00009619_000_s2.png,../dataset/Expert/00009619_000_expert.png,5,0.828384,0.707043,0.902737,0.82241,0.977165,0.812249,0.828339,0.97818,0.13928,56.356011,2.128136,2.064086,0.438747,0.146204,0.021843,0.000812,0.810694,0.994779,0.846863,0.828384,0.988449,0.005221,29232.0,5286.0,1007232.0,6826.0,36058.0,34518.0
00010060_038.png,../dataset/Origin/00010060_038.png,../dataset/sample_2/00010060_038_s2.png,../dataset/Expert/00010060_038_expert.png,1,0.093836,0.049228,0.791695,0.066342,0.622871,0.043426,0.092849,0.112118,0.016596,495.025252,108.873422,1824.964637,1.205975,0.913481,0.267079,0.03787,0.836941,0.74645,0.049704,0.093836,0.747862,0.25355,13689.0,261719.0,770501.0,2667.0,16356.0,275408.0
00010103_014.png,../dataset/Origin/00010103_014.png,../dataset/sample_2/00010103_014_s2.png,../dataset/Expert/00010103_014_expert.png,3,0.316994,0.18835,0.651808,0.272849,0.846295,0.246974,0.316666,0.89309,0.030877,425.836823,136.907096,144.641953,1.998302,0.603217,0.131819,0.00845,0.354941,0.948674,0.286378,0.316994,0.91611,0.051326,20413.0,50867.0,940198.0,37098.0,57511.0,71280.0
00010277_000.png,../dataset/Origin/00010277_000.png,../dataset/sample_2/00010277_000_s2.png,../dataset/Expert/00010277_000_expert.png,4,0.83245,0.712989,0.874443,0.81845,0.949122,0.793478,0.832348,0.896461,0.251599,171.0,5.953317,5.875164,0.261028,0.285324,0.047024,0.000789,0.754346,0.994541,0.928597,0.83245,0.973879,0.005459,68042.0,5232.0,953144.0,22158.0,90200.0,73274.0
00010447_018.png,../dataset/Origin/00010447_018.png,../dataset/sample_2/00010447_018_s2.png,../dataset/Expert/00010447_018_expert.png,3,0.64458,0.475558,0.754136,0.629713,0.940747,0.608738,0.644461,0.742871,0.110926,403.77469,75.314877,75.035047,1.082891,0.28551,0.04827,0.002162,0.51274,0.995533,0.867688,0.64458,0.96944,0.004467,29058.0,4431.0,987473.0,27614.0,56672.0,33489.0
00010815_006.png,../dataset/Origin/00010815_006.png,../dataset/sample_2/00010815_006_s2.png,../dataset/Expert/00010815_006_expert.png,4,0.900029,0.81823,0.98994,0.894155,0.97787,0.882966,0.899985,0.908021,0.243296,132.060592,4.653403,5.59526,0.211259,0.135139,0.020492,0.000436,0.991199,0.988682,0.824218,0.900029,0.98881,0.011318,52820.0,11265.0,984022.0,469.0,53289.0,64085.0
00010936_016.png,../dataset/Origin/00010936_016.png,../dataset/sample_2/00010936_016_s2.png,../dataset/Expert/00010936_016_expert.png,5,0.829014,0.707962,0.922887,0.826013,0.988267,0.820967,0.828991,0.976237,0.085451,33.24154,1.438495,1.48718,0.116581,0.080579,0.011157,0.000809,0.849193,0.996582,0.809771,0.829014,0.994099,0.003418,15001.0,3524.0,1027387.0,2664.0,17665.0,18525.0
00011157_001.png,../dataset/Origin/00011157_001.png,../dataset/sample_2/00011157_001_s2.png,../dataset/Expert/00011157_001_expert.png,5,0.649283,0.480695,0.8312,0.627211,0.920149,0.597793,0.64912,0.943713,0.125789,106.887792,8.96607,9.596991,0.389349,0.398205,0.073682,0.002118,0.688008,0.974391,0.614684,0.649283,0.958339,0.025609,40437.0,25348.0,964454.0,18337.0,58774.0,65785.0
00011269_019.png,../dataset/Origin/00011269_019.png,../dataset/sample_2/00011269_019_s2.png,../dataset/Expert/00011269_019_expert.png,3,0.349828,0.211995,0.994041,0.346381,0.976524,0.34219,0.349782,0.349828,0.01986,688.443171,151.494964,714.616799,1.087611,0.104187,0.014397,0.007288,1.0,0.988083,0.211995,0.349828,0.988121,0.011917,3351.0,12456.0,1032769.0,0.0,3351.0,15807.0
00011355_011.png,../dataset/Origin/00011355_011.png,../dataset/sample_2/00011355_011_s2.png,../dataset/Expert/00011355_011_expert.png,5,0.301569,0.177557,0.900297,0.254053,0.71727,0.197945,0.300901,0.308745,0.082067,376.824893,55.548053,304.101862,1.358843,0.801718,0.201504,0.009082,0.976755,0.823839,0.178311,0.301569,0.829598,0.176161,38575.0,177761.0,831322.0,918.0,39493.0,216336.0
00011450_000.png,../dataset/Origin/00011450_000.png,../dataset/sample_2/00011450_000_s2.png,../dataset/Expert/00011450_000_expert.png,4,0.747726,0.597094,0.813558,0.737585,0.960407,0.72144,0.747647,0.81286,0.135867,546.0,36.286762,36.145256,0.667166,0.211141,0.033889,0.001323,0.629855,0.997262,0.91987,0.747726,0.979795,0.002738,31397.0,2735.0,995993.0,18451.0,49848.0,34132.0
00000150_002.png,../dataset/Origin/00000150_002.png,../dataset/sample_3/00000150_002_s3.png,../dataset/Expert/00000150_002_expert.png,3,0.129266,0.069099,0.982423,0.125006,0.932335,0.12044,0.129129,0.129266,0.01244,170.038231,32.283198,467.201396,1.060395,0.232695,0.037485,0.026416,1.0,0.964847,0.069099,0.129266,0.964938,0.035153,2729.0,36765.0,1009082.0,0.0,2729.0,39494.0
00000181_061.png,../dataset/Origin/00000181_061.png,../dataset/sample_3/00000181_061_s3.png,../dataset/Expert/00000181_061_expert.png,3,0.552712,0.381895,0.749233,0.52636,0.905089,0.496968,0.552517,0.940059,0.089214,394.0,76.546052,75.51964,1.368773,0.442652,0.085851,0.003174,0.521455,0.977011,0.587954,0.552712,0.950049,0.022989,32361.0,22679.0,963838.0,29698.0,62059.0,55040.0
00000211_019.png,../dataset/Origin/00000211_019.png,../dataset/sample_3/00000211_019_s3.png,../dataset/Expert/00000211_019_expert.png,2,0.733301,0.578907,0.910486,0.683326,0.840475,0.600835,0.732959,0.807944,0.284782,116.0,7.479173,10.514773,0.270424,0.706871,0.145688,0.001426,0.907614,0.913359,0.615157,0.733301,0.912599,0.086641,125994.0,78822.0,830935.0,12825.0,138819.0,204816.0
00000211_041.png,../dataset/Origin/00000211_041.png,../dataset/sample_3/00000211_041_s3.png,../dataset/Expert/00000211_041_expert.png,2,0.606155,0.434879,0.858597,0.53563,0.773922,0.439011,0.605646,0.718583,0.18742,129.321305,15.58029,25.712441,0.578696,0.894302,0.200708,0.002548,0.843542,0.873651,0.473034,0.606155,0.870083,0.126349,104832.0,116784.0,807516.0,19444.0,124276.0,221616.0
00000468_033.png,../dataset/Origin/00000468_033.png,../dataset/sample_3/00000468_033_s3.png,../dataset/Expert/00000468_033_expert.png,5,0.893732,0.80788,0.978674,0.893132,0.997603,0.892048,0.893727,0.93259,0.040582,7.28011,0.342491,0.382968,0.230157,0.019361,0.00224,0.000466,0.958333,0.999014,0.83729,0.893732,0.9988,0.000986,5290.0,1028.0,1042028.0,230.0,5520.0,6318.0
00000808_002.png,../dataset/Origin/00000808_002.png,../dataset/sample_3/00000808_002_s3.png,../dataset/Expert/00000808_002_expert.png,3,0.501856,0.334985,0.843215,0.488638,0.945266,0.474076,0.501746,0.707605,0.055002,380.474703,46.900746,58.831394,0.962958,0.257587,0.042617,0.003893,0.709231,0.977199,0.388315,0.501856,0.97184,0.022801,14874.0,23430.0,1004174.0,6098.0,20972.0,38304.0
00000830_000.png,../dataset/Origin/00000830_000.png,../dataset/sample_3/00000830_000_s3.png,../dataset/Expert/00000830_000_expert.png,3,0.196192,0.108765,0.980808,0.189374,0.926509,0.181781,0.196043,0.196192,0.02155,482.570202,82.064651,754.511366,1.127705,0.255009,0.042361,0.016067,1.0,0.961616,0.108765,0.196192,0.961795,0.038384,4889.0,40061.0,1003626.0,0.0,4889.0,44950.0
00001075_024.png,../dataset/Origin/00001075_024.png,../dataset/sample_3/00001075_024_s3.png,../dataset/Expert/00001075_024_expert.png,3,0.556864,0.385871,0.713898,0.539516,0.930137,0.51829,0.556722,0.719283,0.082637,451.159617,77.87736,77.390905,1.276207,0.322589,0.055713,0.003121,0.434806,0.992991,0.774194,0.556864,0.963755,0.007009,23880.0,6965.0,986690.0,31041.0,54921.0,30845.0
00002350_001.png,../dataset/Origin/00002350_001.png,../dataset/sample_3/00002350_001_s3.png,../dataset/Expert/00002350_001_expert.png,3,0.70036,0.538888,0.849933,0.696541,0.985029,0.691153,0.700331,0.995188,0.050678,563.888287,72.349284,72.364575,0.831521,0.093617,0.01391,0.001678,0.703746,0.99612,0.697006,0.70036,0.992457,0.00388,9243.0,4018.0,1031424.0,3891.0,13134.0,13261.0
00002578_000.png,../dataset/Origin/00002578_000.png,../dataset/sample_3/00002578_000_s3.png,../dataset/Expert/00002578_000_expert.png,2,0.042549,0.021737,0.509914,0.034157,0.802523,0.02987,0.042115,0.07793,0.003697,820.88367,214.986125,213.130287,3.694777,0.538724,0.115537,0.088244,0.022137,0.99769,0.545992,0.042549,0.888924,0.00231,2588.0,2152.0,929516.0,114320.0,116908.0,4740.0
00002583_014.png,../dataset/Origin/00002583_014.png,../dataset/sample_3/00002583_014_s3.png,../dataset/Expert/00002583_014_expert.png,3,0.236986,0.134421,0.945059,0.213728,0.807267,0.186959,0.236563,0.236986,0.05187,214.114455,29.879125,222.280443,0.537442,0.562255,0.122562,0.012626,1.0,0.890117,0.134421,0.236986,0.891961,0.109883,17593.0,113287.0,917696.0,0.0,17593.0,130880.0
00002711_000.png,../dataset/Origin/00002711_000.png,../dataset/sample_3/00002711_000_s3.png,../dataset/Expert/00002711_000_expert.png,3,0.476751,0.312983,0.66073,0.397233,0.736308,0.313436,0.476139,0.658632,0.104653,405.0,53.088353,51.866922,1.183206,0.976946,0.228388,0.004304,0.355421,0.966039,0.72385,0.476751,0.843736,0.033961,74647.0,28478.0,810074.0,135377.0,210024.0,103125.0
00002763_031.png,../dataset/Origin/00002763_031.png,../dataset/sample_3/00002763_031_s3.png,../dataset/Expert/00002763_031_expert.png,2,0.570835,0.399419,0.82813,0.505473,0.786998,0.424332,0.570361,0.747271,0.149248,179.0,25.594088,35.168441,0.68677,0.860903,0.189215,0.002948,0.763893,0.892368,0.455673,0.570835,0.878813,0.107632,84511.0,100953.0,836991.0,26121.0,110632.0,185464.0
00002856_009.png,../dataset/Origin/00002856_009.png,../dataset/sample_3/00002856_009_s3.png,../dataset/Expert/00002856_009_expert.png,5,0.69043,0.527218,0.813195,0.68301,0.97119,0.672542,0.690373,0.906921,0.078731,59.481089,5.93444,5.434726,0.667399,0.164765,0.025709,0.001758,0.631637,0.994753,0.76129,0.69043,0.985381,0.005247,17094.0,5360.0,1016153.0,9969.0,27063.0,22454.0
00002980_000.png,../dataset/Origin/00002980_000.png,../dataset/sample_3/00002980_000_s3.png,../dataset/Expert/00002980_000_expert.png,5,0.623818,0.453296,0.898746,0.57419,0.82571,0.502594,0.62344,0.698651,0.192843,157.546818,15.244346,27.769767,0.353756,0.699701,0.147564,0.002365,0.892889,0.904602,0.479363,0.623818,0.903553,0.095398,83853.0,91073.0,863591.0,10059.0,93912.0,174926.0
00003072_028.png,../dataset/Origin/00003072_028.png,../dataset/sample_3/00003072_028_s3.png,../dataset/Expert/00003072_028_expert.png,3,0.598248,0.426786,0.753696,0.5374,0.810102,0.46329,0.597832,0.928327,0.147989,638.0,78.919532,78.130089,1.043558,0.82985,0.182599,0.002634,0.558237,0.949155,0.644437,0.598248,0.893765,0.050845,82939.0,45761.0,854242.0,65634.0,148573.0,128700.0
00003333_002.png,../dataset/Origin/00003333_002.png,../dataset/sample_3/00003333_002_s3.png,../dataset/Expert/00003333_002_expert.png,5,0.73411,0.579917,0.954965,0.709521,0.909302,0.669112,0.733924,0.766329,0.22517,116.275535,7.117638,11.312603,0.411124,0.411719,0.077109,0.00142,0.957957,0.951973,0.595062,0.73411,0.952384,0.048027,68926.0,46904.0,929721.0,3025.0,71951.0,115830.0
00003391_001.png,../dataset/Origin/00003391_001.png,../dataset/sample_3/00003391_001_s3.png,../dataset/Expert/00003391_001_expert.png,1,0.049419,0.025336,0.502766,0.003367,0.812744,0.002973,0.04901,0.600208,1e-05,273.0,99.060354,165.915728,3.308073,0.600722,0.136481,0.075432,0.082337,0.923196,0.035305,0.049419,0.895439,0.076804,2850.0,77876.0,936086.0,31764.0,34614.0,80726.0
00003400_003.png,../dataset/Origin/00003400_003.png,../dataset/sample_3/00003400_003_s3.png,../dataset/Expert/00003400_003_expert.png,2,0.477456,0.313591,0.705593,0.445512,0.885966,0.415144,0.477219,0.909924,0.068888,467.831166,93.406927,92.152831,1.119035,0.501073,0.100732,0.004292,0.438003,0.973183,0.524721,0.477456,0.939299,0.026817,29079.0,26339.0,955847.0,37311.0,66390.0,55418.0
00003787_003.png,../dataset/Origin/00003787_003.png,../dataset/sample_3/00003787_003_s3.png,../dataset/Expert/00003787_003_expert.png,5,0.826609,0.704462,0.911925,0.823193,0.986687,0.817459,0.826583,0.999186,0.092495,30.870698,1.633629,1.635065,0.38789,0.090275,0.012806,0.000823,0.827283,0.996567,0.825937,0.826609,0.993299,0.003433,16750.0,3530.0,1024799.0,3497.0,20247.0,20280.0
00003894_005.png,../dataset/Origin/00003894_005.png,../dataset/sample_3/00003894_005_s3.png,../dataset/Expert/00003894_005_expert.png,5,0.856527,0.749057,0.954176,0.838435,0.937353,0.804493,0.8564,0.913893,0.33243,30.805844,1.989193,2.275325,0.139113,0.35047,0.059221,0.000657,0.937229,0.971123,0.788621,0.856527,0.967628,0.028877,101322.0,27158.0,913310.0,6786.0,108108.0,128480.0
00003973_008.png,../dataset/Origin/00003973_008.png,../dataset/sample_3/00003973_008_s3.png,../dataset/Expert/00003973_008_expert.png,3,0.535818,0.36595,0.706583,0.50996,0.900509,0.479974,0.535613,0.741248,0.090888,351.0,50.77823,49.681106,1.170473,0.439584,0.081377,0.003397,0.425674,0.987492,0.722859,0.535818,0.947498,0.012508,31774.0,12182.0,961750.0,42870.0,74644.0,43956.0
00004808_090.png,../dataset/Origin/00004808_090.png,../dataset/sample_3/00004808_090_s3.png,../dataset/Expert/00004808_090_expert.png,3,0.524785,0.355734,0.686102,0.453069,0.763279,0.37011,0.524247,0.697484,0.12759,421.0,79.923595,78.11799,1.057534,0.913195,0.206566,0.003551,0.402901,0.969303,0.752397,0.524785,0.862822,0.030697,79423.0,26137.0,825311.0,117705.0,197128.0,105560.0
00004911_018.png,../dataset/Origin/00004911_018.png,../dataset/sample_3/00004911_018_s3.png,../dataset/Expert/00004911_018_expert.png,4,0.551138,0.380393,0.710075,0.545946,0.977605,0.539604,0.551094,0.69393,0.037256,293.293368,70.60298,70.298735,1.367165,0.119086,0.017143,0.003194,0.421982,0.998168,0.794227,0.551138,0.988674,0.001832,7291.0,1889.0,1029409.0,9987.0,17278.0,9180.0
00005089_014.png,../dataset/Origin/00005089_014.png,../dataset/sample_3/00005089_014_s3.png,../dataset/Expert/00005089_014_expert.png,4,0.19066,0.105375,0.936118,0.168351,0.779947,0.143381,0.190167,0.19066,0.042957,423.494982,73.710018,699.500764,0.995921,0.611452,0.139133,0.016647,1.0,0.872236,0.105375,0.19066,0.87413,0.127764,15546.0,131984.0,901046.0,0.0,15546.0,147530.0
00005353_000.png,../dataset/Origin/00005353_000.png,../dataset/sample_3/00005353_000_s3.png,../dataset/Expert/00005353_000_expert.png,4,0.72846,0.572896,0.804613,0.698972,0.89629,0.652076,0.728246,0.825786,0.22264,217.020736,12.959073,12.682786,0.636925,0.494253,0.092525,0.001462,0.620381,0.988844,0.882142,0.72846,0.945135,0.011156,77168.0,10310.0,913878.0,47220.0,124388.0,87478.0
00006948_002.png,../dataset/Origin/00006948_002.png,../dataset/sample_3/00006948_002_s3.png,../dataset/Expert/00006948_002_expert.png,2,0.179327,0.098495,0.549342,0.162558,0.85468,0.148402,0.179019,0.236219,0.022559,597.608568,197.885293,197.004493,2.763789,0.463268,0.08935,0.017947,0.101672,0.997013,0.759157,0.179327,0.921118,0.002987,9037.0,2867.0,956825.0,79847.0,88884.0,11904.0
00007882_001.png,../dataset/Origin/00007882_001.png,../dataset/sample_3/00007882_001_s3.png,../dataset/Expert/00007882_001_expert.png,2,0.10923,0.05777,0.527999,0.089736,0.741777,0.073322,0.108634,0.134261,0.017613,616.10551,178.627191,178.108119,2.07794,0.688348,0.163236,0.03198,0.058545,0.997454,0.813559,0.10923,0.847691,0.002546,9792.0,2244.0,879076.0,157464.0,167256.0,12036.0
00008008_027.png,../dataset/Origin/00008008_027.png,../dataset/sample_3/00008008_027_s3.png,../dataset/Expert/00008008_027_expert.png,2,0.241967,0.137635,0.56908,0.229028,0.892362,0.21491,0.241744,0.255544,0.033845,589.502332,169.580821,169.475248,1.664593,0.360149,0.065433,0.012285,0.138706,0.999453,0.946868,0.241967,0.942924,0.000547,9552.0,536.0,979175.0,59313.0,68865.0,10088.0
00008386_000.png,../dataset/Origin/00008386_000.png,../dataset/sample_3/00008386_000_s3.png,../dataset/Expert/00008386_000_expert.png,4,0.609011,0.437826,0.718913,0.60748,0.992826,0.605273,0.608997,0.609011,0.021479,37.576588,4.177333,4.177333,0.791872,0.040727,0.005176,0.002518,0.437826,1.0,1.0,0.609011,0.9964,0.0,2940.0,0.0,1041861.0,3775.0,6715.0,2940.0
